reviewId,sentenceId,text,aspect_term,polarity
_1443,NP#10:5,This place is a must visit!,place,1
_1444,Z#11:4,Most of the booths allow you to sit next to eachother without looking like 'that' couple.,booths,1
_1445,Z#11:5,The food is all shared so we get to order together and eat together.,food,1
_1446,Z#11:6,I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).,dishes,1
_1447,Z#11:6,I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).,dish,-1
_1448,WE#4:1,My daughter's wedding reception at Water's Edge received the highest compliments from our guests.,Water's Edge,1
_1449,WE#4:2,Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,atmosphere,1
_1450,WE#4:2,Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,rooms,1
_1451,WE#4:2,Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,views,1
_1452,WE#4:2,Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,food,1
_1453,WE#4:3,Service was wonderful;,Service,1
_1454,WE#4:5,"Paul, the maitre d', was totally professional and always on top of things.",Paul,1
_1455,WE#4:6,Thank you everyone at Water's Edge.,Water's Edge,1
_1456,TR#2:1,"Service ok but unfriendly,filthy bathroom.",Service,-1
_1457,TR#2:1,"Service ok but unfriendly,filthy bathroom.",bathroom,-1
_1458,TR#2:2,The high prices you're going to pay is for the view not for the food.,view,0
_1459,TR#2:2,The high prices you're going to pay is for the view not for the food.,food,-1
_1460,TR#2:3,"The bar drinks were Eh, ok to say the least.",bar drinks,-1
_1461,TR#2:4,The stuff tilapia was horrid...tasted like cardboard.,stuff tilapia,-1
_1462,TR#2:5,"We thought the dessert would be better, Wrong!",dessert,-1
_1463,TR#2:7,"oh speaking of bathroom , the mens bathroom was disgusting.",mens bathroom,-1
_1464,TFS#10:2,The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.,wine list,1
_1465,TFS#10:2,The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.,staff,-1
_1466,TFS#10:3,"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",bread,-1
_1467,TFS#10:3,"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",appetizer of olives,-1
_1468,TFS#10:4,"However, our main course was wonderful.",main course,1
_1469,TFS#10:5,I had fish and my husband had the filet - both of which exceeded our expectations.,fish,1
_1470,TFS#10:5,I had fish and my husband had the filet - both of which exceeded our expectations.,filet,1
_1471,TFS#10:6,"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.",pear torte,1
_1472,TFS#10:6,"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.",staff,-1
_1473,TFS#10:7,When we inquired about ports - the waitress listed off several but did not know taste variations or cost.,waitress,-1
_1474,TFS#10:8,Not what I would expect for the price and prestige of this location.,location,0
_1475,TFS#10:8,Not what I would expect for the price and prestige of this location.,location,0
_1476,TFS#10:9,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",restaurant,1
_1477,TFS#10:9,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",restaurant,1
_1478,TFS#10:9,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",staff,-1
_1479,Z#9:0,"short and sweet â€“ seating is great:it's romantic,cozy and private.",seating,1
_1480,Z#9:1,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,boths,1
_1481,Z#9:2,The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,service,1
_1482,Z#9:2,The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,service button,1
_1483,Z#9:2,The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,waiter,-1
_1484,Z#9:3,The food was ok and fair nothing to go crazy.,food,0
_1485,Z#9:5,Over all the looks of the place exceeds the actual meals.,looks,1
_1486,Z#9:5,Over all the looks of the place exceeds the actual meals.,meals,-1
_1487,Z#9:6,So what you really end up paying for is the restaurant not the food.,restaurant,-1
_1488,Z#9:6,So what you really end up paying for is the restaurant not the food.,restaurant,0
_1489,Z#9:6,So what you really end up paying for is the restaurant not the food.,food,-1
_1490,NP#3:1,Subtle food and service,food,1
_1491,NP#3:1,Subtle food and service,service,1
_1492,NP#3:2,Noodle pudding is exactly the type of service and food I enjoy.,service,1
_1493,NP#3:2,Noodle pudding is exactly the type of service and food I enjoy.,food,1
_1494,NP#3:3,"Servers are all different, Greg is my favorite.",Greg,1
_1495,NP#3:4,"Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.",server,1
_1496,NP#3:5,This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.,runner,1
_1497,NP#3:6,Prices are fair across the board for both food and bev.,food,1
_1498,NP#3:6,Prices are fair across the board for both food and bev.,bev,1
_1499,NP#3:7,"I go out to eat and like my courses, servers are patient and never rush courses or force another drink.",servers,1
_1500,BHD#7:0,amazing fresh dogs but best of all endless toppings!!!,dogs,1
_1501,BHD#7:0,amazing fresh dogs but best of all endless toppings!!!,toppings,1
_1502,BHD#7:1,this place had ALL the trimmings and i mean all.,trimmings,1
_1503,BHD#7:3,amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!,place,1
_1504,BHD#7:3,amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!,hot dog,1
_1505,CLF#5:1,Stepping into Casa La Femme last night was a true experience unlike any other in New York!,Casa La Femme,1
_1506,CLF#5:2,Highly impressed from the decor to the food to the hospitality to the great night I had!,decor,1
_1507,CLF#5:2,Highly impressed from the decor to the food to the hospitality to the great night I had!,food,1
_1508,CLF#5:3,The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!,cocktail with Citrus Vodka and lemon and lime juice and mint leaves,1
_1509,CLF#5:4,"Food took some time to prepare, all worth waiting for.",Food,1
_1510,CLF#5:5,We were drawn into the belly dancing show that captivated the crowd.,belly dancing show,1
_1511,CLF#5:6,I never write on these sites but this restaurant is def worth commending!,restaurant,1
_1512,NP#4:0,Maggot in the food!,food,-1
_1513,NP#4:2,"The menu looked great, and the waiter was very nice, but when the food came, it was average.",menu,1
_1514,NP#4:2,"The menu looked great, and the waiter was very nice, but when the food came, it was average.",waiter,1
_1515,NP#4:2,"The menu looked great, and the waiter was very nice, but when the food came, it was average.",food,0
_1516,NP#4:3,"Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.",mushroom sauce,-1
_1517,NP#4:4,"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",manager,1
_1518,NP#4:4,"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",manager,-1
_1519,NP#4:7,"The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.",manager,-1
_1520,NP#4:9,"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",food,-1
_1521,NP#4:10,"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",restaurant,1
_1522,NP#4:10,"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",customer service,-1
_1523,P#6:3,I got hair in my food 2 times of then !,food,-1
_1524,BzG#2:0,"Great place, great value.",place,1
_1525,BzG#2:0,"Great place, great value.",place,1
_1526,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.",food,1
_1527,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.",food,1
_1528,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.",food,1
_1529,BzG#2:2,The atmosphere is relaxed and casual.,atmosphere,1
_1530,BzG#2:3,It's a great place to order from or sit-in.,place,1
_1531,Z#2:0,Sushi experience was unbelievable with my fiance.,Sushi,1
_1532,Y#9:0,Good creative rolls!,rolls,1
_1533,Y#9:0,Good creative rolls!,rolls,1
_1534,Y#9:1,"Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.",Yamato,1
_1535,Y#9:2,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",rolls,1
_1536,Y#9:2,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",triple color and norwegetan rolls,1
_1537,Y#9:2,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",triple color and norwegetan rolls,1
_1538,Y#9:3,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",dessert,1
_1539,Y#9:3,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",special roll,1
_1540,Y#9:3,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",regular roll,1
_1541,Y#9:4,"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",banana chocolate dessert,1
_1542,Y#9:4,"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",green tea tempura,1
_1543,Y#9:5,The appetizers are also delicious!,appetizers,1
_1544,Z#5:0,Amazing food.,food,1
_1545,Z#5:1,Mazing interior.,interior,-1
_1546,Z#5:2,Great food!,food,1
_1547,Z#5:3,I've had my fair share of modern Japanese and this spot delivers.,modern Japanese,1
_1548,Z#5:4,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",atmosphere,-1
_1549,Z#5:4,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",scheme of mirrors,-1
_1550,Z#5:6,Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,modern Japanese food,1
_1551,Z#5:6,Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,mirrors,-1
_1552,TM#4:0,"Indo Chinese food, pretty good...",Indo Chinese food,1
_1553,TM#4:1,Not a very fancy place but very good Chinese style Indian food.,place,0
_1554,TM#4:1,Not a very fancy place but very good Chinese style Indian food.,Chinese style Indian food,1
_1555,TM#4:2,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",chicken lollipop,1
_1556,TM#4:2,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",dishes,-1
_1557,TM#4:2,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",Chilli Chicken,-1
_1558,TM#4:3,"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",food,-1
_1559,TFS#11:0,I was speechless by the horrible food.,food,-1
_1560,TFS#11:1,"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",food,-1
_1561,TFS#11:3,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",chef,-1
_1562,TFS#11:3,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",vegetarian dish,-1
_1563,TFS#11:3,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",vegetarian dish,-1
_1564,TFS#11:5,This place survives on reputation alone.,place,-1
_1565,ADLT#10:1,"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",restaurant,1
_1566,ADLT#10:2,"for 7 years they have put out the most tasty, most delicious food and kept it that way...",food,1
_1567,ADLT#10:3,"never swaying, never a bad meal, never bad service...",meal,1
_1568,ADLT#10:3,"never swaying, never a bad meal, never bad service...",service,1
_1569,ADLT#10:6,"great food, great wine list, great service in a great neighborhood...",food,1
_1570,ADLT#10:6,"great food, great wine list, great service in a great neighborhood...",wine list,1
_1571,ADLT#10:6,"great food, great wine list, great service in a great neighborhood...",service,1
_1572,ADLT#10:6,"great food, great wine list, great service in a great neighborhood...",neighborhood,1
_1573,PP#3:0,Patsy's Pizza = true love,Patsy's Pizza,1
_1574,PP#3:1,Hands down the best pizza on the planet.,pizza,1
_1575,BHD#6:0,great hot dogs..,hot dogs,1
_1576,BHD#6:1,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,hot dogs,1
_1577,BHD#6:2,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,toppings,1
_1578,BHD#6:2,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,place,1
_1579,TM#5:2,"For me dishes a little oily, but overall dining experience good.",dishes,-1
_1580,TM#5:3,Helpful service and average price per dish $10.,service,1
_1581,TM#5:3,Helpful service and average price per dish $10.,dish,1
_1582,TM#5:4,The only thing that strikes you is the decor?(not very pleasant).,decor,-1
_1583,TM#6:0,great food,food,1
_1584,TM#6:1,This place has great indian chinese food.,indian chinese food,1
_1585,TM#6:3,"Be prepared to wait, because the place is pretty tiny.",place,-1
_1586,TM#6:5,"Even though the place is not beautiful, the food speaks for itself.",place,-1
_1587,TM#6:5,"Even though the place is not beautiful, the food speaks for itself.",food,1
_1588,TM#6:6,"Best Indian Chinese in the city, by far!",Indian Chinese,1
_1589,TVU#6:2,"I came across Village Underground by accident, now I go there all the time.",Village Underground,1
_1590,TVU#6:3,The martinis are amazing and very fairly priced.,martinis,1
_1591,TVU#6:3,The martinis are amazing and very fairly priced.,martinis,1
_1592,TVU#6:4,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",SERVICE,1
_1593,TVU#6:4,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",waiters,1
_1594,TVU#6:5,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",DJ,1
_1595,ADLT#3:1,Everything on the menu is great. ,menu,1
_1596,ADLT#3:2,This establishment is the real deal. ,establishment,1
_1597,ADLT#3:3,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",food,1
_1598,TFS#5:2,But $500 for a dinner for two that didn't include Wine?,dinner for two,-1
_1599,TFS#5:4,"Look, the appetizers were really good.",appetizers,1
_1600,TFS#5:5,The entree was also very good.,entree,1
_1601,TFS#5:7,What you are paying for is the environment and the name.,environment,0
_1602,TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",place,1
_1603,TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",place,-1
_1604,TFS#5:16,Vanison was good but not amazing.,Vanison,0
_1605,TFS#5:17,Bison was quite excellent however.,Bison,1
_1606,TFS#5:18,Dessert: pure disaster.,Dessert,-1
_1607,TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",restaurant,-1
_1608,TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",restaurant,-1
_1609,TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",The Four Seasons,0
_1610,TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",The Four Seasons,-1
_1611,TFS#5:25,"All in all, the food was great (except for the dessserts).",food,1
_1612,TFS#5:25,"All in all, the food was great (except for the dessserts).",dessserts,-1
_1613,TFS#5:26,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,environment,0
_1614,TFS#5:27,"If you are going for the food, it will not be worth it.",food,-1
_1615,TFS#5:29,"You would think they would make up for it with service, sadly, no.",service,-1
_1616,TFS#5:30,"Service was just ok, it is not what you'd expect for $500.",Service,-1
_1617,CLF#3:1,I agree that dining at Casa La Femme is like no other dining experience!,Casa La Femme,-1
_1618,CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,Casa La Femme,-1
_1619,CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,Casa La Femme,-1
_1620,CLF#3:8,We did arrive late for our reservation so I can not complain too much about the wait for a table.,wait,0
_1621,CLF#3:11,The place is beautiful!,place,1
_1622,CLF#3:12,The hostess was very pleasant.,hostess,1
_1623,CLF#3:13,"However, our $14 drinks were were horrible!",drinks,-1
_1624,CLF#3:13,"However, our $14 drinks were were horrible!",drinks,-1
_1625,CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,waiter,-1
_1626,CLF#3:19,After the 4th time i asked again and the waiter than said after our dinner.,waiter,-1
_1627,CLF#3:21,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,waiter,-1
_1628,CLF#3:22,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,chicken,-1
_1629,CLF#3:23,I would not expect this for a $55 dinner.,dinner,-1
_1630,CLF#3:23,I would not expect this for a $55 dinner.,dinner,-1
_1631,CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",food,-1
_1632,CLF#3:29,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,meal,-1
_1633,CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",restaurant,-1
_1634,CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",restaurant,-1
_1635,BFC#9:5,The menu is fairly simple without much descriptions. ,menu,0
_1636,BFC#9:6,"There was no tap beer that evening, which was a disappointment. ",beer,-1
_1637,BFC#9:7,"Not much of a selection of bottled beer either, we went with Brahma. ",selection of bottled beer,-1
_1638,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,fried oysters and clams,1
_1639,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,fried oysters and clams,-1
_1640,BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",lobster knuckles,0
_1641,BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",lobster knuckles,-1
_1642,BFC#9:10,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ","""salt encrusted shrimp"" appetizer",-1
_1643,BFC#9:17,I had the Thai style Fried Sea Bass...which was very good. ,Thai style Fried Sea Bass,1
_1644,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",food,1
_1645,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",grilled Mahi Mahi,-1
_1646,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",grilled Mahi Mahi,-1
_1647,BFC#9:19,I heard the lobster roll was excellent. ,lobster roll,1
_1648,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ",food,1
_1649,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ",food,-1
_1650,BFC#9:22,"Service not the friendliest to our ""large party""! ",Service,-1
_1651,BG#5:0,Great Indian food,Indian food,1
_1652,BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",Food,1
_1653,BG#5:3,"Very ""normal Indian food"", but done really well.",Indian food,0
_1654,BG#5:3,"Very ""normal Indian food"", but done really well.",Indian food,1
_1655,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",place,1
_1656,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",place,-1
_1657,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",chicken tikka masala,-1
_1658,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",feel,-1
_1659,BG#5:5,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",waiters,-1
_1660,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",Indian food,1
_1661,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",place,-1
_1662,BG#8:1,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",Bukhara Grill,1
_1663,BG#8:3,The lunch buffet is expensive but is deff worth it.,lunch buffet,-1
_1664,BG#8:3,The lunch buffet is expensive but is deff worth it.,lunch buffet,1
_1665,BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,service,1
_1666,BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,dinner,1
_1667,BG#8:6,Bukhara is on my top 5 Indian places in NYC,Bukhara,1
_1668,DBG#2:3,I have never been so disgusted by both food an service.,food,-1
_1669,DBG#2:3,I have never been so disgusted by both food an service.,service,-1
_1670,DBG#2:6,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",kimchee,-1
_1671,DBG#2:6,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",Korean fair,-1
_1672,DBG#2:8,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",food,-1
_1673,DBG#2:11,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",meal,-1
_1674,DBG#2:14,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",restaurant,-1
_1675,CLF#7:0,Gorgeous place ideal for a romantic dinner,place,1
_1676,CLF#7:0,Gorgeous place ideal for a romantic dinner,place,1
_1677,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,four course prix fix menu,1
_1678,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,white organza tent,1
_1679,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,service,1
_1680,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,waiter,1
_1681,CLF#7:4,I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,Casa La Femme,1
_1682,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",bibimbap,0
_1683,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",stone bowl,-1
_1684,DBG#7:5,Too bad I had paid an extra $2 for the stone bowl.,stone bowl,-1
_1685,DBG#7:6,The nakgi-bokum was horrible.,nakgi-bokum,-1
_1686,DBG#7:7,Easily the worst stir-fried squid I've ever tasted.,stir-fried squid,-1
_1687,DBG#7:8,The sauce tasted more like Chinese fast food than decent Korean.,sauce,-1
_1688,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",side dishes,0
_1689,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",side dishes,0
_1690,DBG#7:10,The real problem I had with this place was the complete lack of service.,service,-1
_1691,DBG#7:15,My wife had barely touched that mess of a dish.,dish,-1
_1692,ADLT#9:4,The wife had the risotto which was amazing.,risotto,1
_1693,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,farro salad,1
_1694,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,mashed yukon potatoes,1
_1695,EVPK#4:0,i love margherita pizza â€“ i looove east village pizza,east village pizza,1
_1696,EVPK#4:0,i love margherita pizza â€“ i looove east village pizza,margherita pizza,1
_1697,EVPK#4:1,"Love this place, every time we are in the city this is one of the places we always go.",place,1
_1698,EVPK#4:2,A quintessential slice of NYC pizza.,slice of NYC pizza,0
_1699,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",crust,1
_1700,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",sauce,1
_1701,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",cheese,1
_1702,EVPK#4:4,"Personally I like the margherita pizza better, but they are all good.",margherita pizza,1
_1703,Z#6:0,Possibly the Most Romantic Restaurant in the City,Restaurant,1
_1704,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that donâ€™t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",modern Japanese brasserie,1
_1705,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that donâ€™t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",modern Japanese brasserie,1
_1706,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate dÃ©cor will make you feel like youâ€™re no longer in the city.",spot,0
_1707,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate dÃ©cor will make you feel like youâ€™re no longer in the city.",unmarked wooden doors,1
_1708,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate dÃ©cor will make you feel like youâ€™re no longer in the city.",dÃ©cor,1
_1709,Z#6:3,"If youâ€™re planning to come here, make sure that your date is someone whom you really like since youâ€™ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",private booths,1
_1710,Z#6:3,"If youâ€™re planning to come here, make sure that your date is someone whom you really like since youâ€™ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",glass ceilings,1
_1711,Z#6:4,Itâ€™s just you and your date and an occasional cute â€˜excuse meâ€™ before the waiter opens the little curtain to your booth!,waiter,1
_1712,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",BBE $29 fixe prix menu,1
_1713,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",BBE $29 fixe prix menu,1
_1714,Z#6:7,We started off with a delightful sashimi amuse bouche.,sashimi amuse bouche,1
_1715,Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",Grilled Black Cod,1
_1716,Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",Grilled Salmon dish,1
_1717,Z#6:11,The sakeâ€™s complimented the courses very well and is successfully easing me into the sake world.,sakeâ€™s,1
_1718,Z#6:12,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",frozen black sesame mousse,0
_1719,Z#6:12,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",matcha (powdered green tea) and blueberry cheesecake,1
